Spot brightness,Day,Substrate,Predator,Predator number,Additional R.hartii,Starting food
20,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
20,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
17,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
17,1005,1,R.hartii,5,0,51
18,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
20,1005,1,R.hartii,5,0,51
17,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
19,1005,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
17,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
17,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
17,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
19,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
18,1257,1,R.hartii,5,0,51
20,1257,1,R.hartii,5,0,51
17,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
16,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
17,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
18,1506,1,R.hartii,5,0,51
17,1506,1,R.hartii,5,0,51
20,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
19,1506,1,R.hartii,5,0,51
9,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
12,0,2,R.hartii,5,0,51
11,0,2,R.hartii,5,0,51
10,0,2,R.hartii,5,0,51
5,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
11,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
8,0,2,R.hartii,5,0,51
17,0,2,R.hartii,5,0,51
9,0,2,R.hartii,5,0,51
6,0,2,R.hartii,5,0,51
10,0,2,R.hartii,5,0,51
11,0,2,R.hartii,5,0,51
8,0,2,R.hartii,5,0,51
8,0,2,R.hartii,5,0,51
11,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
8,0,2,R.hartii,5,0,51
11,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
7,0,2,R.hartii,5,0,51
13,0,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
12,248,2,R.hartii,5,0,51
7,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
9,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
9,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
12,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
17,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
17,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
11,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
10,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
14,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
17,248,2,R.hartii,5,0,51
17,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
17,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
13,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
16,248,2,R.hartii,5,0,51
15,248,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
14,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
14,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
15,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
15,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
15,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
15,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
17,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
20,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
18,505,2,R.hartii,5,0,51
19,505,2,R.hartii,5,0,51
16,505,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
14,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
16,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
19,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
17,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
18,758,2,R.hartii,5,0,51
16,758,2,R.hartii,5,0,51
16,758,2,R.hartii,5,0,51
20,758,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
17,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
15,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
17,1004,2,R.hartii,5,0,51
16,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
16,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
16,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
18,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
19,1004,2,R.hartii,5,0,51
20,1004,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
17,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
17,1253,2,R.hartii,5,0,51
16,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
17,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
17,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
16,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
18,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
19,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
17,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
20,1253,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
17,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
17,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
17,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
17,1504,2,R.hartii,5,0,51
16,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
15,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
17,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
19,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
18,1504,2,R.hartii,5,0,51
20,1504,2,R.hartii,5,0,51
12,0,3,C.punctata,5,0,51
10,0,3,C.punctata,5,0,51
9,0,3,C.punctata,5,0,51
8,0,3,C.punctata,5,0,51
9,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
5,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
12,0,3,C.punctata,5,0,51
9,0,3,C.punctata,5,0,51
8,0,3,C.punctata,5,0,51
8,0,3,C.punctata,5,0,51
10,0,3,C.punctata,5,0,51
7,0,3,C.punctata,5,0,51
9,0,3,C.punctata,5,0,51
7,0,3,C.punctata,5,0,51
9,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
12,0,3,C.punctata,5,0,51
5,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
15,0,3,C.punctata,5,0,51
8,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
14,0,3,C.punctata,5,0,51
11,0,3,C.punctata,5,0,51
10,0,3,C.punctata,5,0,51
12,0,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
15,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
15,255,3,C.punctata,5,0,51
15,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
7,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
9,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
8,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
11,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
10,255,3,C.punctata,5,0,51
6,255,3,C.punctata,5,0,51
12,255,3,C.punctata,5,0,51
15,255,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
7,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
7,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
7,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
6,506,3,C.punctata,5,0,51
7,506,3,C.punctata,5,0,51
5,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
8,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
9,506,3,C.punctata,5,0,51
12,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
11,506,3,C.punctata,5,0,51
10,506,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
10,755,3,C.punctata,5,0,51
7,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
10,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
7,755,3,C.punctata,5,0,51
6,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
6,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
11,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
9,755,3,C.punctata,5,0,51
8,755,3,C.punctata,5,0,51
7,755,3,C.punctata,5,0,51
12,755,3,C.punctata,5,0,51
11,755,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
3,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
5,1006,3,C.punctata,5,0,51
5,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
4,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
6,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
7,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
8,1006,3,C.punctata,5,0,51
10,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
12,1006,3,C.punctata,5,0,51
11,1006,3,C.punctata,5,0,51
12,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
9,1006,3,C.punctata,5,0,51
10,1006,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
6,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
6,1254,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
8,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
6,1254,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
8,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
8,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
6,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
5,1254,3,C.punctata,5,0,51
6,1254,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
8,1254,3,C.punctata,5,0,51
9,1254,3,C.punctata,5,0,51
8,1254,3,C.punctata,5,0,51
12,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
10,1254,3,C.punctata,5,0,51
7,1254,3,C.punctata,5,0,51
