Spot brightness,Day,Substrate,Predator,Predator number,Additional R.hartii,Starting food
19,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
20,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
14,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
20,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
15,744,3,R.hartii,2,,
16,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
18,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
17,744,3,R.hartii,2,,
19,744,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
16,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
17,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
16,1011,3,R.hartii,2,,
16,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
15,1011,3,R.hartii,2,,
17,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
17,1011,3,R.hartii,2,,
16,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
17,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
17,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
18,1011,3,R.hartii,2,,
20,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1011,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
17,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
17,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
19,1253,3,R.hartii,2,,
18,1253,3,R.hartii,2,,
20,1253,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
17,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
17,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
19,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
18,1509,3,R.hartii,2,,
20,1509,3,R.hartii,2,,
11,0,1,R.hartii,2,,
13,0,1,R.hartii,2,,
12,0,1,R.hartii,2,,
10,0,1,R.hartii,2,,
10,0,1,R.hartii,2,,
10,0,1,R.hartii,2,,
8,0,1,R.hartii,2,,
12,0,1,R.hartii,2,,
13,0,1,R.hartii,2,,
8,0,1,R.hartii,2,,
8,0,1,R.hartii,2,,
9,0,1,R.hartii,2,,
8,0,1,R.hartii,2,,
8,0,1,R.hartii,2,,
10,0,1,R.hartii,2,,
11,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
11,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
17,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
10,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
18,253,1,R.hartii,2,,
17,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
10,253,1,R.hartii,2,,
10,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
18,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
11,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
13,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
11,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
17,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
17,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
12,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
15,253,1,R.hartii,2,,
16,253,1,R.hartii,2,,
14,253,1,R.hartii,2,,
17,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
13,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
13,498,1,R.hartii,2,,
14,498,1,R.hartii,2,,
12,498,1,R.hartii,2,,
13,498,1,R.hartii,2,,
14,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
14,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
13,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
20,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
19,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
14,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
14,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
18,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
15,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
19,498,1,R.hartii,2,,
16,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,498,1,R.hartii,2,,
17,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
20,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
20,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
15,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
14,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
20,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
16,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
17,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
14,743,1,R.hartii,2,,
19,743,1,R.hartii,2,,
18,743,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
15,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
17,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
17,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
17,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
13,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
17,1004,1,R.hartii,2,,
20,1004,1,R.hartii,2,,
19,1004,1,R.hartii,2,,
18,1004,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
16,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
17,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
17,1259,1,R.hartii,2,,
18,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
17,1259,1,R.hartii,2,,
20,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
19,1259,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
16,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
17,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
17,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
18,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
20,1502,1,R.hartii,2,,
17,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
19,1502,1,R.hartii,2,,
13,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
7,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
6,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
13,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
12,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
11,0,2,R.hartii,2,,
12,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
13,0,2,R.hartii,2,,
12,0,2,R.hartii,2,,
8,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
9,0,2,R.hartii,2,,
8,0,2,R.hartii,2,,
10,0,2,R.hartii,2,,
6,0,2,R.hartii,2,,
12,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
12,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
9,253,2,R.hartii,2,,
10,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
10,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
17,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
12,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
12,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
16,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
18,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
12,253,2,R.hartii,2,,
18,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
11,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
17,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
16,253,2,R.hartii,2,,
14,253,2,R.hartii,2,,
13,253,2,R.hartii,2,,
17,253,2,R.hartii,2,,
15,253,2,R.hartii,2,,
16,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
15,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
13,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
14,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
14,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
20,501,2,R.hartii,2,,
15,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
15,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
14,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
16,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
14,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
19,501,2,R.hartii,2,,
18,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
17,501,2,R.hartii,2,,
16,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
16,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
15,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
16,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
16,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
16,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
16,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
19,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
17,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
18,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
20,752,2,R.hartii,2,,
19,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
17,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
19,1010,2,R.hartii,2,,
19,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
19,1010,2,R.hartii,2,,
17,1010,2,R.hartii,2,,
19,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
17,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
18,1010,2,R.hartii,2,,
20,1010,2,R.hartii,2,,
